soc_id,var_id,code,pref_name_for_society,title,category,description,name,climate_id,climate_code,climate_title
Nc3,EA202,4000,Northern Foothill Yokuts,Population size,Population,NA,NA,AnnualMeanTemperature,15.66332345,Mean value of monthly temperature across the year
Nc30,EA202,100,Serrano,Population size,Population,NA,NA,AnnualMeanTemperature,18.0308072,Mean value of monthly temperature across the year
Nc31,EA202,750,Cahuilla (Desert),Population size,Population,NA,NA,AnnualMeanTemperature,19.72089511,Mean value of monthly temperature across the year
Nc32,EA202,200,Cupeño,Population size,Population,NA,NA,AnnualMeanTemperature,18.02087342,Mean value of monthly temperature across the year
Nc33,EA202,1300,Luiseño,Population size,Population,NA,NA,AnnualMeanTemperature,18.02087342,Mean value of monthly temperature across the year
Nc34,EA202,36,Kiliwa,Population size,Population,NA,NA,AnnualMeanTemperature,20.43536157,Mean value of monthly temperature across the year
Nc4,EA202,NA,Atsugewi,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,8.262841551,Mean value of monthly temperature across the year
Nc5,EA202,NA,Central Sierra Miwok,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,12.54967224,Mean value of monthly temperature across the year
Nc6,EA202,700,Kumeyaay,Population size,Population,NA,NA,AnnualMeanTemperature,19.72093882,Mean value of monthly temperature across the year
Nc7,EA202,2000,Yuki,Population size,Population,NA,NA,AnnualMeanTemperature,12.94194105,Mean value of monthly temperature across the year
Nc8,EA202,1400,Klamath,Population size,Population,NA,NA,AnnualMeanTemperature,7.62662365,Mean value of monthly temperature across the year
Nc9,EA202,300,Modoc,Population size,Population,NA,NA,AnnualMeanTemperature,8.586154936,Mean value of monthly temperature across the year
Nd1,EA202,1200,Tenino,Population size,Population,NA,NA,AnnualMeanTemperature,8.221235852,Mean value of monthly temperature across the year
Nd10,EA202,NA,Nlaka'pamux,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,3.078288186,Mean value of monthly temperature across the year
Nd11,EA202,NA,Shuswap,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,1.899933104,Mean value of monthly temperature across the year
Nd12,EA202,600,Bitterroot Salish,Population size,Population,NA,NA,AnnualMeanTemperature,2.228565476,Mean value of monthly temperature across the year
Nd13,EA202,300,Kalispel,Population size,Population,NA,NA,AnnualMeanTemperature,3.721540491,Mean value of monthly temperature across the year
Nd14,EA202,500,Coeur d’Alene,Population size,Population,NA,NA,AnnualMeanTemperature,6.090183509,Mean value of monthly temperature across the year
Nd15,EA202,300,Sinkaitk,Population size,Population,NA,NA,AnnualMeanTemperature,3.859662927,Mean value of monthly temperature across the year
Nd16,EA202,NA,Wenatchi,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,6.053788464,Mean value of monthly temperature across the year
Nd17,EA202,NA,Klikitat,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,8.24740598,Mean value of monthly temperature across the year
Nd18,EA202,1000,Wishram,Population size,Population,NA,NA,AnnualMeanTemperature,8.795707226,Mean value of monthly temperature across the year
Nd19,EA202,NA,Umatilla,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,9.333151829,Mean value of monthly temperature across the year
Nd2,EA202,1000,Southern Ute,Population size,Population,NA,NA,AnnualMeanTemperature,8.417559508,Mean value of monthly temperature across the year
Nd20,EA202,6000,Nez Perce,Population size,Population,NA,NA,AnnualMeanTemperature,2.587970522,Mean value of monthly temperature across the year
Nd21,EA202,200,Tagotoka,Population size,Population,NA,NA,AnnualMeanTemperature,7.471021729,Mean value of monthly temperature across the year
Nd22,EA202,NA,Wadadokado,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,6.622218054,Mean value of monthly temperature across the year
Nd23,EA202,140,Atsakudokwa,Population size,Population,NA,NA,AnnualMeanTemperature,7.851568768,Mean value of monthly temperature across the year
Nd24,EA202,150,Kidutokado,Population size,Population,NA,NA,AnnualMeanTemperature,7.10194214,Mean value of monthly temperature across the year
Nd25,EA202,NA,Sawakudokwa,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,8.388955761,Mean value of monthly temperature across the year
Nd26,EA202,200,Wadatkuht,Population size,Population,NA,NA,AnnualMeanTemperature,7.909860152,Mean value of monthly temperature across the year
Nd27,EA202,700,Kuyuidokado,Population size,Population,NA,NA,AnnualMeanTemperature,8.135032418,Mean value of monthly temperature across the year
Nd28,EA202,800,Toedokado,Population size,Population,NA,NA,AnnualMeanTemperature,8.32207953,Mean value of monthly temperature across the year
Nd29,EA202,125,Tunava (Deep Springs and Fish Lake),Population size,Population,NA,NA,AnnualMeanTemperature,11.37312871,Mean value of monthly temperature across the year
Nd3,EA202,200,Havasupai,Population size,Population,NA,NA,AnnualMeanTemperature,11.22766888,Mean value of monthly temperature across the year
Nd30,EA202,1000,Eastern Mono,Population size,Population,NA,NA,AnnualMeanTemperature,11.37312871,Mean value of monthly temperature across the year
Nd31,EA202,NA,Koso,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,14.05247908,Mean value of monthly temperature across the year
Nd32,EA202,100,Tümpisa Shoshone (Saline and Panamint),Population size,Population,NA,NA,AnnualMeanTemperature,13.55958568,Mean value of monthly temperature across the year
Nd33,EA202,70,Beatty,Population size,Population,NA,NA,AnnualMeanTemperature,12.0435765,Mean value of monthly temperature across the year
Nd34,EA202,NA,Lida Shoshoni,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,10.78357357,Mean value of monthly temperature across the year
Nd35,EA202,530,Mahaguaduka,Population size,Population,NA,NA,AnnualMeanTemperature,7.617603482,Mean value of monthly temperature across the year
Nd36,EA202,400,Wiyambituka,Population size,Population,NA,NA,AnnualMeanTemperature,7.617603482,Mean value of monthly temperature across the year
Nd37,EA202,250,Railroad Valley Shoshoni,Population size,Population,NA,NA,AnnualMeanTemperature,7.410530425,Mean value of monthly temperature across the year
Nd38,EA202,NA,Ely Shoshoni,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.38611004,Mean value of monthly temperature across the year
Nd39,EA202,450,Spring Valley Shoshoni,Population size,Population,NA,NA,AnnualMeanTemperature,6.935439689,Mean value of monthly temperature across the year
Nd4,EA202,660,Sanpoil,Population size,Population,NA,NA,AnnualMeanTemperature,5.685826495,Mean value of monthly temperature across the year
Nd40,EA202,200,Tubaduka,Population size,Population,NA,NA,AnnualMeanTemperature,8.006074984,Mean value of monthly temperature across the year
Nd41,EA202,1100,Wadaduka,Population size,Population,NA,NA,AnnualMeanTemperature,7.764593148,Mean value of monthly temperature across the year
Nd42,EA202,600,Elko Shoshoni,Population size,Population,NA,NA,AnnualMeanTemperature,7.764593148,Mean value of monthly temperature across the year
Nd43,EA202,800,White Knife Shoshoni,Population size,Population,NA,NA,AnnualMeanTemperature,8.554911122,Mean value of monthly temperature across the year
Nd44,EA202,NA,Yahanduka,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.875601396,Mean value of monthly temperature across the year
Nd45,EA202,1500,Bohogue,Population size,Population,NA,NA,AnnualMeanTemperature,5.599373064,Mean value of monthly temperature across the year
Nd46,EA202,600,Agaiduka,Population size,Population,NA,NA,AnnualMeanTemperature,2.642343603,Mean value of monthly temperature across the year
Nd47,EA202,500,Tukudika,Population size,Population,NA,NA,AnnualMeanTemperature,1.578531139,Mean value of monthly temperature across the year
Nd48,EA202,NA,Gosiute,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.309515879,Mean value of monthly temperature across the year
Nd49,EA202,NA,Antarianunts,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,10.45486988,Mean value of monthly temperature across the year
Nd5,EA202,NA,Hukundika,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,6.968844612,Mean value of monthly temperature across the year
Nd50,EA202,68,Panguitch,Population size,Population,NA,NA,AnnualMeanTemperature,8.821565351,Mean value of monthly temperature across the year
Nd51,EA202,NA,Moapa,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,15.64454281,Mean value of monthly temperature across the year
Nd52,EA202,300,Shivwits,Population size,Population,NA,NA,AnnualMeanTemperature,13.55958568,Mean value of monthly temperature across the year
Nd53,EA202,600,Southern Paiute (Kaibab),Population size,Population,NA,NA,AnnualMeanTemperature,13.43346058,Mean value of monthly temperature across the year
Nd54,EA202,350,Chemehuevi,Population size,Population,NA,NA,AnnualMeanTemperature,17.75647067,Mean value of monthly temperature across the year
Nd55,EA202,330,Southern Paiute (Las Vegas),Population size,Population,NA,NA,AnnualMeanTemperature,15.64454281,Mean value of monthly temperature across the year
Nd56,EA202,NA,San Juan,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,10.88647764,Mean value of monthly temperature across the year
Nd57,EA202,134,Pahvant,Population size,Population,NA,NA,AnnualMeanTemperature,7.412572531,Mean value of monthly temperature across the year
Nd58,EA202,NA,Uintah Ute,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,8.538287854,Mean value of monthly temperature across the year
Nd59,EA202,NA,Moanunts,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.814352436,Mean value of monthly temperature across the year
Nd6,EA202,1000,Washo,Population size,Population,NA,NA,AnnualMeanTemperature,10.2627256,Mean value of monthly temperature across the year
Nd60,EA202,NA,Moache,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,5.515173316,Mean value of monthly temperature across the year
Nd61,EA202,NA,Taviwatsiu,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,4.408041155,Mean value of monthly temperature across the year
Nd62,EA202,NA,Uncompahgre Ute,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,1.426843598,Mean value of monthly temperature across the year
Nd63,EA202,600,Bannock,Population size,Population,NA,NA,AnnualMeanTemperature,5.599373064,Mean value of monthly temperature across the year
Nd64,EA202,1600,Wind River Eastern Shoshone,Population size,Population,NA,NA,AnnualMeanTemperature,2.058302962,Mean value of monthly temperature across the year
Nd65,EA202,1000,Hualapai,Population size,Population,NA,NA,AnnualMeanTemperature,15.17309659,Mean value of monthly temperature across the year
Nd66,EA202,500,Yavapai,Population size,Population,NA,NA,AnnualMeanTemperature,12.76395177,Mean value of monthly temperature across the year
Nd67,EA202,500,Tolkepaya,Population size,Population,NA,NA,AnnualMeanTemperature,19.80877345,Mean value of monthly temperature across the year
Nd7,EA202,NA,Kutenai,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,1.034683176,Mean value of monthly temperature across the year
Nd8,EA202,600,Chilcotin,Population size,Population,NA,NA,AnnualMeanTemperature,1.570405763,Mean value of monthly temperature across the year
Nd9,EA202,4000,Lillooet,Population size,Population,NA,NA,AnnualMeanTemperature,4.57977803,Mean value of monthly temperature across the year
Ne1,EA202,2000,Gros Ventre,Population size,Population,NA,NA,AnnualMeanTemperature,5.905700534,Mean value of monthly temperature across the year
Ne10,EA202,1650,Arikara,Population size,Population,NA,NA,AnnualMeanTemperature,7.691671632,Mean value of monthly temperature across the year
Ne11,EA202,3000,Assiniboine,Population size,Population,NA,NA,AnnualMeanTemperature,6.698164647,Mean value of monthly temperature across the year
Ne12,EA202,1600,Blackfoot,Population size,Population,NA,NA,AnnualMeanTemperature,4.568714475,Mean value of monthly temperature across the year
Ne13,EA202,800,Kainai,Population size,Population,NA,NA,AnnualMeanTemperature,-0.288960179,Mean value of monthly temperature across the year
Ne14,EA202,17000,Bungi,Population size,Population,NA,NA,AnnualMeanTemperature,3.681031807,Mean value of monthly temperature across the year
Ne15,EA202,NA,Hidatsa,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,6.819315653,Mean value of monthly temperature across the year
Ne16,EA202,200,Karankawa,Population size,Population,NA,NA,AnnualMeanTemperature,20.73393801,Mean value of monthly temperature across the year
Ne17,EA202,1165,Kiowa,Population size,Population,NA,NA,AnnualMeanTemperature,15.38113574,Mean value of monthly temperature across the year
Ne18,EA202,2800,Piegan,Population size,Population,NA,NA,AnnualMeanTemperature,1.87093403,Mean value of monthly temperature across the year
Ne19,EA202,12500,Plains Cree,Population size,Population,NA,NA,AnnualMeanTemperature,7.923836302,Mean value of monthly temperature across the year
Ne2,EA202,200,Kiowa Apache,Population size,Population,NA,NA,AnnualMeanTemperature,15.38113574,Mean value of monthly temperature across the year
Ne20,EA202,NA,Santee,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.923836302,Mean value of monthly temperature across the year
Ne21,EA202,NA,Coahuilteco,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,20.15746538,Mean value of monthly temperature across the year
Ne3,EA202,4700,Comanche,Population size,Population,NA,NA,AnnualMeanTemperature,16.62908925,Mean value of monthly temperature across the year
Ne4,EA202,1800,Crow,Population size,Population,NA,NA,AnnualMeanTemperature,3.666578006,Mean value of monthly temperature across the year
Ne5,EA202,4700,Cheyenne,Population size,Population,NA,NA,AnnualMeanTemperature,6.792525463,Mean value of monthly temperature across the year
Ne6,EA202,300,Mandan,Population size,Population,NA,NA,AnnualMeanTemperature,6.819315653,Mean value of monthly temperature across the year
Ne7,EA202,NA,Sarcee,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,1.897349458,Mean value of monthly temperature across the year
Ne8,EA202,NA,Teton,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,8.070335358,Mean value of monthly temperature across the year
Ne9,EA202,2300,Arapaho,Population size,Population,NA,NA,AnnualMeanTemperature,8.966936451,Mean value of monthly temperature across the year
Nf10,EA202,NA,Iowa,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,11.76024084,Mean value of monthly temperature across the year
Nf11,EA202,NA,Otoe,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,12.74329529,Mean value of monthly temperature across the year
Nf12,EA202,825,Ponca,Population size,Population,NA,NA,AnnualMeanTemperature,9.932951482,Mean value of monthly temperature across the year
Nf13,EA202,1100,Shawnee,Population size,Population,NA,NA,AnnualMeanTemperature,13.18899255,Mean value of monthly temperature across the year
Nf14,EA202,NA,Caddo,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,17.12168688,Mean value of monthly temperature across the year
Nf15,EA202,NA,Kickapoo,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,9.224906028,Mean value of monthly temperature across the year
Nf2,EA202,NA,Ho Chunk,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.946549112,Mean value of monthly temperature across the year
Nf3,EA202,1400,Omaha,Population size,Population,NA,NA,AnnualMeanTemperature,12.04246538,Mean value of monthly temperature across the year
Nf4,EA202,6000,Myaamia,Population size,Population,NA,NA,AnnualMeanTemperature,11.51992149,Mean value of monthly temperature across the year
Nf5,EA202,500,Wichita,Population size,Population,NA,NA,AnnualMeanTemperature,17.27582285,Mean value of monthly temperature across the year
Nf6,EA202,3400,Pawnee,Population size,Population,NA,NA,AnnualMeanTemperature,10.22841915,Mean value of monthly temperature across the year
Nf7,EA202,2000,Fox,Population size,Population,NA,NA,AnnualMeanTemperature,7.939477299,Mean value of monthly temperature across the year
Nf8,EA202,NA,Hasinai,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,18.59906132,Mean value of monthly temperature across the year
Nf9,EA202,1600,Menominee,Population size,Population,NA,NA,AnnualMeanTemperature,5.447126907,Mean value of monthly temperature across the year
Ng1,EA202,NA,Huron,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,7.306836644,Mean value of monthly temperature across the year
Ng10,EA202,10000,Seneca,Population size,Population,NA,NA,AnnualMeanTemperature,7.756067881,Mean value of monthly temperature across the year
Ng11,EA202,1139,Yuchi,Population size,Population,NA,NA,AnnualMeanTemperature,14.42170726,Mean value of monthly temperature across the year
Ng12,EA202,15000,Choctaw,Population size,Population,NA,NA,AnnualMeanTemperature,16.68382167,Mean value of monthly temperature across the year
Ng13,EA202,NA,Abenaki,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,4.878709633,Mean value of monthly temperature across the year
Ng14,EA202,8000,Chickasaw,Population size,Population,NA,NA,AnnualMeanTemperature,13.99198516,Mean value of monthly temperature across the year
Ng15,EA202,4000,Chitimacha,Population size,Population,NA,NA,AnnualMeanTemperature,20.14789525,Mean value of monthly temperature across the year
Ng2,EA202,175,Seminole,Population size,Population,NA,NA,AnnualMeanTemperature,21.97059972,Mean value of monthly temperature across the year
Ng3,EA202,19000,Muscogee,Population size,Population,NA,NA,AnnualMeanTemperature,16.25536128,Mean value of monthly temperature across the year
Ng4,EA202,300,Penobscot,Population size,Population,NA,NA,AnnualMeanTemperature,7.994961467,Mean value of monthly temperature across the year
Ng5,EA202,20000,Cherokee,Population size,Population,NA,NA,AnnualMeanTemperature,12.59812975,Mean value of monthly temperature across the year
Ng6,EA202,8000,Delaware,Population size,Population,NA,NA,AnnualMeanTemperature,10.125304,Mean value of monthly temperature across the year
Ng7,EA202,NA,Natchez,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,17.76099067,Mean value of monthly temperature across the year
Ng8,EA202,NA,Timucua,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,23.13796521,Mean value of monthly temperature across the year
Ng9,EA202,124,Catawba,Population size,Population,NA,NA,AnnualMeanTemperature,15.33612596,Mean value of monthly temperature across the year
Nh1,EA202,1000,Chiricahua,Population size,Population,NA,NA,AnnualMeanTemperature,15.32261797,Mean value of monthly temperature across the year
Nh10,EA202,1036,Isleta,Population size,Population,NA,NA,AnnualMeanTemperature,8.638588868,Mean value of monthly temperature across the year
Nh11,EA202,1400,San Ildefonso,Population size,Population,NA,NA,AnnualMeanTemperature,6.959871906,Mean value of monthly temperature across the year
Nh12,EA202,242,Santa Ana,Population size,Population,NA,NA,AnnualMeanTemperature,8.638588868,Mean value of monthly temperature across the year
Nh13,EA202,1250,Acoma,Population size,Population,NA,NA,AnnualMeanTemperature,9.133653813,Mean value of monthly temperature across the year
Nh14,EA202,2600,Laguna,Population size,Population,NA,NA,AnnualMeanTemperature,8.638588868,Mean value of monthly temperature across the year
Nh15,EA202,NA,Mescalero,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,14.07346677,Mean value of monthly temperature across the year
Nh16,EA202,800,Jicarilla,Population size,Population,NA,NA,AnnualMeanTemperature,8.617310663,Mean value of monthly temperature across the year
Nh17,EA202,4700,Western Apache,Population size,Population,NA,NA,AnnualMeanTemperature,12.63651481,Mean value of monthly temperature across the year
Nh18,EA202,3500,Hopi,Population size,Population,NA,NA,AnnualMeanTemperature,10.88647764,Mean value of monthly temperature across the year
Nh19,EA202,NA,Cocopa,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,20.36625285,Mean value of monthly temperature across the year
Nh2,EA202,400,Hano,Population size,Population,NA,NA,AnnualMeanTemperature,10.88647764,Mean value of monthly temperature across the year
Nh20,EA202,250,Kamia,Population size,Population,NA,NA,AnnualMeanTemperature,20.31804734,Mean value of monthly temperature across the year
Nh21,EA202,4000,Mojave,Population size,Population,NA,NA,AnnualMeanTemperature,17.39841756,Mean value of monthly temperature across the year
Nh22,EA202,NA,Quechan,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,20.78639042,Mean value of monthly temperature across the year
Nh23,EA202,NA,Kewyipaya,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,15.08067456,Mean value of monthly temperature across the year
Nh24,EA202,NA,Lipan Apache,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,18.10995072,Mean value of monthly temperature across the year
Nh25,EA202,327,Sia,Population size,Population,NA,NA,AnnualMeanTemperature,6.889567807,Mean value of monthly temperature across the year
Nh26,EA202,350,Santa Clara,Population size,Population,NA,NA,AnnualMeanTemperature,6.959871906,Mean value of monthly temperature across the year
Nh27,EA202,900,Kewa,Population size,Population,NA,NA,AnnualMeanTemperature,7.212712302,Mean value of monthly temperature across the year
Nh3,EA202,50000,Navajo,Population size,Population,NA,NA,AnnualMeanTemperature,10.45486988,Mean value of monthly temperature across the year
Nh4,EA202,1700,Zuni,Population size,Population,NA,NA,AnnualMeanTemperature,9.862301822,Mean value of monthly temperature across the year
Nh5,EA202,700,Maricopa,Population size,Population,NA,NA,AnnualMeanTemperature,21.19793906,Mean value of monthly temperature across the year
Nh6,EA202,700,Taos,Population size,Population,NA,NA,AnnualMeanTemperature,5.348763927,Mean value of monthly temperature across the year
Nh7,EA202,600,Cochiti,Population size,Population,NA,NA,AnnualMeanTemperature,6.959871906,Mean value of monthly temperature across the year
Nh8,EA202,650,Jemez,Population size,Population,NA,NA,AnnualMeanTemperature,6.889567807,Mean value of monthly temperature across the year
Nh9,EA202,100,Picuris,Population size,Population,NA,NA,AnnualMeanTemperature,6.959871906,Mean value of monthly temperature across the year
Ni1,EA202,40000,Tarahumara,Population size,Population,NA,NA,AnnualMeanTemperature,12.88837639,Mean value of monthly temperature across the year
Ni2,EA202,5000,Tohono O'odham,Population size,Population,NA,NA,AnnualMeanTemperature,22.68989319,Mean value of monthly temperature across the year
Ni3,EA202,NA,Huichol,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,14.76897583,Mean value of monthly temperature across the year
Ni4,EA202,200,Seri,Population size,Population,NA,NA,AnnualMeanTemperature,24.82833869,Mean value of monthly temperature across the year
Ni5,EA202,NA,Chichimeca,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,13.50551589,Mean value of monthly temperature across the year
Ni6,EA202,20000,Pima,Population size,Population,NA,NA,AnnualMeanTemperature,20.18233124,Mean value of monthly temperature across the year
Ni7,EA202,NA,Yaqui,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,24.68370865,Mean value of monthly temperature across the year
Ni8,EA202,60000,Opata,Population size,Population,NA,NA,AnnualMeanTemperature,20.0629022,Mean value of monthly temperature across the year
Ni9,EA202,NA,Tepehuán,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,13.101956,Mean value of monthly temperature across the year
Nj1,EA202,40000,Chinantec,Population size,Population,NA,NA,AnnualMeanTemperature,18.33860316,Mean value of monthly temperature across the year
Nj10,EA202,NA,Zapotec,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,20.81118287,Mean value of monthly temperature across the year
Nj11,EA202,40000,Huastec,Population size,Population,NA,NA,AnnualMeanTemperature,16.4244031,Mean value of monthly temperature across the year
Nj12,EA202,NA,Mixtec,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,16.83594138,Mean value of monthly temperature across the year
Nj13,EA202,NA,Otomí,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,11.51454534,Mean value of monthly temperature across the year
Nj14,EA202,5000,Tequistlatec,Population size,Population,NA,NA,AnnualMeanTemperature,24.4090775,Mean value of monthly temperature across the year
Nj2,EA202,3e+05,Aztec,Population size,Population,NA,NA,AnnualMeanTemperature,14.06928618,Mean value of monthly temperature across the year
Nj3,EA202,NA,Sierra Popoluca,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,22.17543055,Mean value of monthly temperature across the year
Nj4,EA202,1e+05,Totonac,Population size,Population,NA,NA,AnnualMeanTemperature,16.63081682,Mean value of monthly temperature across the year
Nj5,EA202,55000,Mazateco,Population size,Population,NA,NA,AnnualMeanTemperature,14.93753495,Mean value of monthly temperature across the year
Nj6,EA202,3500,Huave,Population size,Population,NA,NA,AnnualMeanTemperature,23.17134787,Mean value of monthly temperature across the year
Nj7,EA202,NA,Mixe,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,22.6695483,Mean value of monthly temperature across the year
Nj8,EA202,NA,Tarasco,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,16.94166885,Mean value of monthly temperature across the year
Nj9,EA202,3e+05,Tlaxcalans,Population size,Population,NA,NA,AnnualMeanTemperature,13.94816831,Mean value of monthly temperature across the year
Sa1,EA202,NA,Guna,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,25.71958093,Mean value of monthly temperature across the year
Sa10,EA202,2e+05,Lacandon,Population size,Population,NA,NA,AnnualMeanTemperature,21.43231547,Mean value of monthly temperature across the year
Sa11,EA202,NA,Kaqchikel,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,26.28140393,Mean value of monthly temperature across the year
Sa12,EA202,NA,Lenca,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,23.11981296,Mean value of monthly temperature across the year
Sa13,EA202,NA,K'iche',Population size,Population,Missing data,Missing data,AnnualMeanTemperature,23.92888485,Mean value of monthly temperature across the year
Sa14,EA202,18000,Ngäbe,Population size,Population,NA,NA,AnnualMeanTemperature,25.16788396,Mean value of monthly temperature across the year
Sa15,EA202,NA,Jakaltek,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,24.89761622,Mean value of monthly temperature across the year
Sa16,EA202,NA,Tolupan,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,22.24499804,Mean value of monthly temperature across the year
Sa17,EA202,NA,Poqomam,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,23.92888485,Mean value of monthly temperature across the year
Sa2,EA202,40000,Tzeltal,Population size,Population,NA,NA,AnnualMeanTemperature,21.43231547,Mean value of monthly temperature across the year
Sa3,EA202,NA,Ch'orti',Population size,Population,Missing data,Missing data,AnnualMeanTemperature,23.8632508,Mean value of monthly temperature across the year
Sa4,EA202,5000,Emberá,Population size,Population,NA,NA,AnnualMeanTemperature,25.31639642,Mean value of monthly temperature across the year
Sa5,EA202,NA,Bribri,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,25.27433902,Mean value of monthly temperature across the year
Sa6,EA202,NA,Yucatec Maya,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,24.90360885,Mean value of monthly temperature across the year
Sa7,EA202,30000,Garifuna,Population size,Population,NA,NA,AnnualMeanTemperature,22.90113633,Mean value of monthly temperature across the year
Sa8,EA202,1300,Mam,Population size,Population,NA,NA,AnnualMeanTemperature,25.16416438,Mean value of monthly temperature across the year
Sa9,EA202,15000,Miskito,Population size,Population,NA,NA,AnnualMeanTemperature,25.64400906,Mean value of monthly temperature across the year
Sb1,EA202,NA,Callinago,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,25.50682844,Mean value of monthly temperature across the year
Sb2,EA202,2000,Cágaba,Population size,Population,NA,NA,AnnualMeanTemperature,26.33105178,Mean value of monthly temperature across the year
Sb3,EA202,3000,Barí (Motilon),Population size,Population,NA,NA,AnnualMeanTemperature,23.40024009,Mean value of monthly temperature across the year
Sb4,EA202,1300,Cariña,Population size,Population,NA,NA,AnnualMeanTemperature,27.23888943,Mean value of monthly temperature across the year
Sb5,EA202,1350,Paraujano,Population size,Population,NA,NA,AnnualMeanTemperature,26.25112068,Mean value of monthly temperature across the year
Sb6,EA202,NA,Wayuu,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,26.13008088,Mean value of monthly temperature across the year
Sb7,EA202,156,Yupa,Population size,Population,NA,NA,AnnualMeanTemperature,23.40024009,Mean value of monthly temperature across the year
Sb8,EA202,NA,Taíno,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,26.06458763,Mean value of monthly temperature across the year
Sb9,EA202,NA,Haitians,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,26.13633072,Mean value of monthly temperature across the year
Sc1,EA202,8000,Warao,Population size,Population,NA,NA,AnnualMeanTemperature,26.12679571,Mean value of monthly temperature across the year
Sc10,EA202,NA,Lokono,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,26.21875866,Mean value of monthly temperature across the year
Sc11,EA202,2500,Camaracoto,Population size,Population,NA,NA,AnnualMeanTemperature,20.59886776,Mean value of monthly temperature across the year
Sc12,EA202,NA,Macushi,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,24.33176972,Mean value of monthly temperature across the year
Sc13,EA202,750,Panare,Population size,Population,NA,NA,AnnualMeanTemperature,21.3917023,Mean value of monthly temperature across the year
Sc14,EA202,NA,Rucuyen,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,24.8047631,Mean value of monthly temperature across the year
Sc15,EA202,NA,Taulípang,Population size,Population,Missing data,Missing data,AnnualMeanTemperature,22.39735934,Mean value of monthly temperature across the year
